Votos;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
9;29845;A Woman Under the Influence;9.367;7.821;1974;155;United States of America;English;0;0;['Drama'];['John Cassavetes'];['Peter Falk', 'Gena Rowlands', 'Fred Draper', 'Lady Rowlands', 'Katherine Cassavetes', 'Matthew Labyorteaux', 'Matthew Cassel', 'Christina Grisanti', 'George Dunn', 'Mario Gallo', 'Eddie Shaw', 'Angelo Grisanti', 'Charles Horvath', 'James Joyce', 'John P. Finnegan', 'Vincent Barbi', 'Cliff Carnell', 'Frank Richards', 'Hugh Hurd', 'Leon Wagner', 'Dominique Davalos', 'Xan Cassavetes', 'Pancho Meisenheimer', 'Sonny Aprile', 'Ellen Davalos', 'Joanne Moore Jordan', 'John Hawker', 'Sylvester Words', 'Elizabeth Deering', 'Jackie Peters', 'Elsie Ames', 'N.J. Cassavetes'];[];['David Armstrong', 'Sheila Viseltear', 'Beth Bergeron'];['Al Ruban', 'Mitch Breit'];Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.
9;895;Andrei Rublev;14.299;8.153;1966;205;Soviet Union;;0;0;['Drama', 'History'];['Andrei Tarkovsky'];['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Nikolai Sergeyev', 'Irma Raush', 'Nikolay Burlyaev', 'Yuriy Nazarov', 'Yuriy Nikulin', 'Rolan Bykov', 'Nikolay Grabbe', 'Mikhail Kononov', 'Stepan Krylov', 'Bolot Beyshenaliev', 'B. Matysik', 'Anatoliy Obukhov', 'Volodya Titov', 'Nikolay Glazkov', 'K. Aleksandrov', 'Semyon Bardin', 'Ivan Bykov', 'G. Borisovskiy', 'Vladimir Vasilyev', 'Zinaida Vorkul', 'Aleksandr Titov', 'Viktor Volkov', 'Irina Miroshnichenko', 'Tamara Ogorodnikova', 'Natalya Radolitskaya', 'Nikolay Kutuzov', 'Dmitriy Orlovskiy', 'Vladimir Guskov', 'Igor Donskoy', 'Iskender Ryskulov', 'P. Makarov', 'Georgiy Sochevko', 'Nelli Snegina', 'G. Pokorskiy', 'Asanbek Umuraliev', 'Vyacheslav Tsaryov', 'Ivan Turchenkov', 'Anatoliy Nikitin', 'P. Yermakov', 'Aleksandr Petrov', 'Nikolay Sibeikin', 'Vasili Tsygankov', 'Larisa Solonitsyna'];[];['Lyudmila Feiginova', 'Olga Shevkunenko', 'Tatyana Egorycheva'];['Vadim Yusov'];An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.
9;27130;I Walked with a Zombie;8.147;6.878;1943;69;United States of America;English;0;0;['Drama', 'Horror', 'Fantasy'];['Jacques Tourneur'];['Frances Dee', 'Tom Conway', 'James Ellison', 'Edith Barrett', 'James Bell', 'Theresa Harris', 'Darby Jones', 'Christine Gordon', 'Sir Lancelot', 'Jieno Moxzer', 'Jeni Le Gon', 'Martin Wilkins', 'Richard Abrams', 'Alan Edmiston', 'Clinton Rosemond', 'Arthur Walker', 'Norman Mayes', 'Vivian Dandridge', 'Doris Ake', 'Rita Christiani', 'Melvin Williams', 'Kathleen Hartsfield'];['Curt Siodmak', 'Ardel Wray'];['Mark Robson'];['J. Roy Hunt'];A nurse in the Caribbean turns to voodoo in hopes of curing her patient, a mindless woman whose husband she's fallen in love with.
9;12627;La Belle Noiseuse;17.811;7.347;1991;238;France;English;0;0;['Drama'];['Jacques Rivette'];['Michel Piccoli', 'Jane Birkin', 'Emmanuelle Béart', 'Marianne Denicourt', 'David Bursztein', 'Gilles Arbona', 'Marie Belluc', 'Marie-Claude Roger', 'Leïla Remili', 'Daphne Goodfellow', 'Susan Robertson', 'Bernard Dufour'];['Pascal Bonitzer', 'Jacques Rivette', 'Christine Laurent'];['Nicole Lubtchansky'];['William Lubtchansky'];The former famous painter Frenhofer lives quietly with his wife on a countryside residence in the French Provence. When the young artist Nicolas visits him with his girlfriend Marianne, Frenhofer decides to start again the work on a painting he long ago stopped: La Belle Noiseuse. And he wants Marianne as model.
9;11553;Millennium Mambo;11.317;7.0;2001;101;France;普通话;0;0;['Drama'];['Hou Hsiao-hsien'];['Shu Qi', 'Jack Kao', 'Duan Chun-hao', 'Doze Niu Cheng-Tse', 'Jun Takeuchi', 'Yi-Hsuan Chen', 'Ko Takeuchi', 'Pauline Chan', 'Hsu Hui-Ni', 'Rio Peng'];[];['Liao Ching-Sung'];['Mark Lee Ping-Bing'];The beautiful Vicky drifts through her empty life in the neon-lit Taipei, maintaining a pointless relationship with her loser DJ boyfriend, Hao-Hao, and an unsatisfying career as a nightclub hostess. As her romance becomes increasingly strained, she decides to take up with Jack, a caring but criminally connected businessman. But this new relationship can't change Vicky's aimless nature, and her future remains as doubtful as ever.
9;11621;Porco Rosso;34.827;7.785;1992;94;Japan;日本語;0;0;['Family', 'Comedy', 'Animation', 'Adventure'];['Hayao Miyazaki'];['Shûichirô Moriyama', 'Tokiko Katô', 'Sanshi Katsura', 'Tsunehiko Kamijô', 'Akemi Okamura', 'Akio Otsuka', 'Hiroko Seki', 'Reizō Nomoto', 'Osamu Saka', 'Yû Shimaka', 'Mahito Tsujimura', 'Minoru Yada', 'Yoko Soumi'];['Hayao Miyazaki'];['Takeshi Seyama'];['Mark Henley', 'Atsushi Okui'];In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.
9;27236;Two-Lane Blacktop;6.586;6.9;1971;102;United States of America;English;850000;0;['Drama'];['Monte Hellman'];['James Taylor', 'Warren Oates', 'Dennis Wilson', 'Laurie Bird', 'Rudy Wurlitzer', 'Harry Dean Stanton', 'Jaclyn Hellman', 'Alan Vint', 'Katherine Squire', 'Bill Keller', 'David Drake', 'Richard Ruth', 'Don Samuels', 'Charles Moore', 'Tom Green', 'W.H. Harrison', 'Illa Ginnaven', 'George Mitchell', 'A.J. Solari', 'Melissa Hellman', 'Jay Wheatley', 'James Mitchum', 'Kreag Caffey', 'Tom Witenbarger', 'Glen Rogers', 'Tomas Moore', 'Big Willie Robinson III'];['Rudy Wurlitzer', 'Floyd Mutrux', 'Will Corry'];['Monte Hellman'];['Jack Deerson', 'Gregory Sandor'];A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money, betting with their competitors. The pair gains a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man, looking for attention, antagonizes their efforts.
9;43976;A Moment of Innocence;3.856;7.6;1996;78;Iran;فارسی;0;37598;['Drama'];['Mohsen Makhmalbaf'];['Mirhadi Tayebi', 'Mohsen Makhmalbaf', 'Ali Bakhsi', 'Ammar Tafti', 'Maryam Mohamadamini', 'Moharram Zeinalzadeh', 'Hana Makhmalbaf'];[];['Mohsen Makhmalbaf'];['Mahmoud Kalari'];A semi-autobiographical account of Makhmalbaf's experience as a teenager when, as a 17-year-old, he stabbed a policeman at a protest rally. Two decades later, he tracks down the policeman he injured in an attempt to make amends.
9;1990;Paranoid Park;9.355;6.535;2007;85;France;English;0;486021;['Mystery', 'Crime', 'Drama'];['Gus Van Sant'];"['Gabe Nevins', 'Daniel Liu', 'Jake Miller', 'Taylor Momsen', 'Lauren McKinney', 'Scott Patrick Green', 'John Michael Burrowes', 'Grace Carter', ""Jay 'Smay' Williamson"", 'Christopher Doyle', 'Dillon Hines', 'Emma Nevins', 'Brad Peterson', 'Winfield Jackson', 'Joe Schweitzer', 'Oliver Garnier', ""Mubarak Ra'oof"", 'Eric Anderson', 'Jeremy Anderson', 'Addison Owen', 'Richard Miller', 'Emily Galash', 'Esther Vaca', 'Jordy Weimer', 'Andres Alcala', 'Paul Dolbey', 'Susan Ploetz', 'M. Blash', 'John Pearson-Denning', 'Chester Stallings', 'Nick Culbertson', 'Ken Boddie', 'Amanda Winkler', 'Ben Burrowes', 'Chrissy Conant', 'Sage Bolyard', 'Chuck Willis', 'Danny Minnick', 'Francisco Pedrasa', 'Tanner Kewley', 'Adam Kiedrowski', 'Bodhi Briggs', 'Tristan Brillanceau-Lewis', 'Kyle Davis', 'Michael Davis', 'Spencer Crimin', 'LeShaun Williams', 'Spencer Brillanceau-Lewis', ""Diya Ra'oof"", 'Elbert Garner', 'Kevin Nickoloff', 'Rick Charnoski', 'Gus Van Sant']";['Gus Van Sant'];['Gus Van Sant'];['Christopher Doyle', 'Rain Li'];Alex, a teenaged skateboarder, is interviewed by Detective Richard Lu about the death of a security guard severed by a train who was apparently hit by a skateboard. While dealing with the separation process of his parents and the sexual heat of his virgin girlfriend Jennifer, Alex writes his last experiences in Paranoid Park with his new acquaintances and how the guard was killed, trying to relieve his feeling of guilty from his conscience.
9;50183;The Ascent;7.445;7.9;1977;111;Soviet Union;Deutsch;0;0;['Drama', 'War'];['Larisa Shepitko'];['Boris Plotnikov', 'Vladimir Gostyukhin', 'Sergey Yakovlev', 'Lyudmila Polyakova', 'Viktoriya Goldentul', 'Anatoliy Solonitsyn', 'Mariya Vinogradova', 'Nikolai Sektimenko', 'Anatoli Chebotaryov', 'Sergei Kanishchev', 'Vasili Kravtsov', 'Mikhail Selyutin', 'Leonid Yukhin', 'Aleksandr Zvenigorskiy', 'Vladimir Rudyy'];[];['Valeriya Belova'];['Pavel Lebeshev', 'Vladimir Chukhnov'];Two Soviet partisans leave their starving band to get supplies from a nearby farm. The Germans have reached the farm first, so the pair must go on a journey deep into occupied territory, a voyage that will also take them deep into their souls.
9;29264;The Exterminating Angel;10.098;7.992;1962;94;Mexico;Español;0;0;['Comedy', 'Drama', 'Fantasy'];['Luis Buñuel'];['Silvia Pinal', 'Jacqueline Andere', 'José Baviera', 'Augusto Benedico', 'Luis Beristáin', 'Antonio Bravo', 'Claudio Brook', 'César del Campo', 'Bertha Moss', 'Enrique García Álvarez', 'Enrique Rambal', 'Lucy Gallardo', 'Nadia Haro Oliva', 'Ofelia Guilmáin', 'Ofelia Montesco', 'Patricia de Morelos', 'Patricia Morán', 'Rosa Elena Durgel', 'Tito Junco', 'Xavier Loyá', 'Xavier Massé', 'Ángel Di Stefani', 'Ángel Merino', 'Daniel Arroyo', 'Fernando Yapur', 'Jesús Gómez', 'Juan Antonio Edwards', 'Roberto Meyer', 'Rubén Márquez', 'Victorio Blanco', 'Arturo Cobo', 'Chel López', 'Elodia Hernández', 'Enrique del Castillo', 'Eric del Castillo', 'Florencio Castelló', 'Guillermo Álvarez Bianchi', 'Janet Alcoriza', 'Luis Lomelí', 'Pancho Córdova'];['Luis Buñuel'];['Carlos Savage'];['Gabriel Figueroa'];After a lavish dinner party, the guests find themselves mysteriously unable to leave the room.
9;31682;The Incredible Shrinking Man;8.98;7.53;1957;81;United States of America;English;750000;0;['Drama', 'Science Fiction', 'Horror'];['Jack Arnold'];['Grant Williams', 'Randy Stuart', 'April Kent', 'Paul Langton', 'Raymond Bailey', 'William Schallert', 'Frank J. Scannell', 'Helene Marshall', 'Diana Darrin', 'Billy Curtis', 'Charles Perry'];['Richard Matheson', 'Richard Alan Simmons'];['Albrecht Joseph'];['Ellis W. Carter'];A dangerous combination of radiation and insecticide causes the unfortunate Scott Carey to shrink, slowly but surely, until he is only a few inches tall. His home becomes a wilderness where he must survive everything from spiders living in the cellar to his beloved cat.
9;2433;The Young Girls of Rochefort;13.084;7.704;1967;126;France;Français;0;0;['Romance', 'Comedy', 'Drama'];['Jacques Demy'];['Catherine Deneuve', 'Françoise Dorléac', 'Jacques Perrin', 'Gene Kelly', 'Danielle Darrieux', 'Michel Piccoli', 'George Chakiris', 'Grover Dale', 'Jacques Riberolles', 'Geneviève Thénier', 'Henri Crémieux', 'Pamela Hart', 'Leslie North', 'Patrick Jeantet', 'René Pascal', 'Dorothée Blanck', 'Daniel Moquay', 'Daniel Gall', 'Bernard Fradet', 'Remy Brozek', 'Véronique Duval', 'Pierre Caden', 'Peter Ardran', 'Wendy Barry', 'Sarah Butler', 'Anne Chapman', 'Jane Darling', 'Tudor Davies', 'Lindsay Dolan', 'John McDonald', 'Keith Drummond', 'Maureen Evans', 'Tara Fernando', 'Sarah Flemington', 'Johnny Greenland', 'Leo Guerard', 'David Hepburn', 'Bob Howe', 'Alix Kirsta', 'Jerry Manley', 'Tony Manning', 'Tom Merrifield', 'Connel Miles', 'Albin Pahernik', 'Nicky Temperton', 'Barrie Wilkinson', 'Maureen Willsher', 'Anne Germain', 'Claude Parent', 'Christiane Legrand', 'Claudine Meunier', 'Alice Herald', 'José Bartel', 'Romuald', 'Donald Burke', 'Olivier Bonnet', 'Georges Blaness', 'Jacques Revaux', 'Jacques Henri Barratier', 'Liliane de Kermadec', 'Alain Franchet', 'Sarah Hardenberg', 'Florence Malraux', 'Michèle Manceaux', 'Annie Maurel', 'Jean Stout', 'Jacques Thébault', 'Dominique Tirmont', 'Agnès Varda'];[];['Jean Hamon'];['Ghislain Cloquet'];Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military service. Simon owns a music shop, he left Paris one month ago to come back where he fell in love 10 years ago. They are looking for love, looking for each other, without being aware that their ideal partner is very close...
9;43878;A Day in the Country;6.461;7.392;1946;41;France;Français;0;0;['Drama', 'Romance', 'Comedy'];['Jean Renoir'];"['Sylvia Bataille', 'Jane Marken', ""Georges D'Arnoux"", 'Jacques Brunius', 'André Gabriello', 'Paul Temps', 'Gabrielle Fontan', 'Jean Renoir', 'Marguerite Renoir', 'Jacques Becker', 'Pierre Lestringuez', 'Georges Bataille', 'Henri Cartier-Bresson', 'Alain Renoir']";[];['Marguerite Renoir', 'Marinette Cadix'];['Claude Renoir'];The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day.
9;30588;Monsieur Verdoux;11.719;7.883;1947;124;United States of America;English;2000000;0;['Comedy', 'Crime'];['Charlie Chaplin'];"['Charlie Chaplin', 'Mady Correll', 'Allison Roddan', 'Robert Lewis', 'Audrey Betz', 'Martha Raye', 'Ada May', 'Isobel Elsom', 'Marjorie Bennett', 'Helene Heigh', 'Margaret Hoffman', 'Marilyn Nash', 'Irving Bacon', 'Edwin Mills', 'Virginia Brissac', 'Almira Sessions', 'Eula Morgan', 'Bernard Nedell', 'Charles Evans', 'William Frawley', 'Arthur Hohl', 'Barbara Slater', 'Fritz Leiber', 'Vera Marshe', 'John Harmon', 'Richard Abbott', 'Warren Ashe', 'Gertrude Astor', 'Wilbur Mack', 'Barry Norton', 'Edna Purviance', 'Herbert Evans', 'Ralph Brooks', 'Wheaton Chambers', 'James Craven', 'Joseph Crehan', 'Bert Stevens', ""Albert D'Arno"", 'George Dee', 'Carlo Schipa', 'Ralph Montgomery', 'Cyril Delevanti', 'Wheeler Dryden', 'Elspeth Dudgeon', 'Ella Ethridge', 'Franklyn Farnum', 'Joseph Granby', 'Boyd Irwin', 'Pierre Watkin', 'Colin Kenny', 'Bert LeBaron', 'Ruth Lee', 'Carl M. Leviness', 'Therese Lyon', 'Lester Matthews', 'Harold Miller', 'Paul Newlan', 'Albert Petit', 'Frank Reicher', 'Addison Richards', 'Charles Wagenheim', 'Suzanne Ridgway', 'Jeffrey Sayre', 'William Self', 'C. Montague Shaw', 'Nanette Vallon', 'Herb Vigran']";[];['Willard Nico'];['Roland Totheroh', 'Curt Courant'];The film is about an unemployed banker, Henri Verdoux, and his sociopathic methods of attaining income. While being both loyal and competent in his work, Verdoux has been laid-off. To make money for his wife and child, he marries wealthy widows and then murders them. His crime spree eventually works against him when two particular widows break his normal routine.
8;36095;Cure;13.659;7.43;1997;111;Japan;日本語;20000;99000;['Crime', 'Thriller', 'Horror', 'Mystery'];['Kiyoshi Kurosawa'];['Koji Yakusho', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru', 'Yoriko Dōguchi', 'Denden', 'Ren Osugi', 'Masahiro Toda', 'Misayo Haruki', 'Shun Nakayama', 'Akira Otaka', 'Shôgo Suzuki', 'Touji Kawahigashi', 'Hajime Tanimoto', 'Taro Suwa', 'Takeshi Mikami', 'Makoto Kakeda', 'Taijiro Tamura', 'Masato Hagiwara'];['Kiyoshi Kurosawa'];['Kan Suzuki'];['Tokushô Kikumura'];A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...
8;281;Strange Days;9.282;7.015;1995;145;United States of America;English;42000000;7959291;['Crime', 'Drama', 'Science Fiction', 'Thriller'];['Kathryn Bigelow'];"['Ralph Fiennes', 'Angela Bassett', 'Juliette Lewis', 'Tom Sizemore', 'Michael Wincott', ""Vincent D'Onofrio"", 'Glenn Plummer', 'Brigitte Bako', 'Richard Edson', 'William Fichtner', 'Josef Sommer', 'Joe Urla', 'Michael Jace', 'Brandon Hammond', 'James Acheson', 'Louise LeCavalier', 'David Carrera', 'Jim Ishida', 'Todd Graff', 'Ted Haler', 'Rio Hackford', 'Brook Susan Parker', 'Dex Elliott Sanders', 'David Packer', 'Paulo Tocha', 'Kelly Hu', 'Art Chudabala', 'Ray Chang', 'Chris Douridas', 'Lisa Picotte', 'Kylie Ireland', 'Dru Berrymore', 'Stefan Arngrim', 'Agustin Rodriguez', 'Honey Labrador', 'Nicky Katt']";['James Cameron', 'Jay Cocks'];['Howard E. Smith'];['Matthew F. Leonetti'];In the last days of 1999, ex-cop turned street hustler Lenny Nero receives a disc which contains the memories of the murder of a prostitute. With the help of bodyguard Mace, he starts to investigate and is pulled deeper and deeper in a whirl of murder, blackmail and intrigue. Can the pair live to see the new millennium?
8;97513;Window Water Baby Moving;3.196;7.1;1959;13;United States of America;No Language;0;0;['Documentary'];['Stan Brakhage'];['Jane Brakhage', 'Myrrena Brakhage', 'Stan Brakhage'];[];['Stan Brakhage'];['Stan Brakhage'];"On a winter's day, a woman stretches near a window then sits in a bathtub of water. She's happy. Her lover is nearby; there are close ups of her face, her pregnant belly, and his hands caressing her. She gives birth: we see the crowning of the baby's head, then the birth itself; we watch a pair of hands tie off and cut the umbilical cord. With the help of the attending hands, the mother expels the placenta. The infant, a baby girl, nurses. We return from time to time to the bath scene. By the end, dad's excited; mother and daughter rest."
8;9764;Dersu Uzala;11.722;8.122;1975;141;Japan;Pусский;4000000;0;['Action', 'Adventure', 'Drama'];['Akira Kurosawa'];['Yuriy Solomin', 'Maksim Munzuk', 'Mikhail Bychkov', 'B. Khorulev', 'Vladimir Kremena', 'Aleksandr Pyatkov', 'Svetlana Danilchenko', 'Dmitri Korshikov', 'Suimenkul Chokmorov', 'Daniil Netrebin', 'Serafim Zaytsev', 'Nikolay Volkov', 'Vladimir Prikhodko', 'Sovetbek Dzhumadylov', 'Igor Sykhra', 'Nikolai Volkov St.'];['Akira Kurosawa', 'Yuriy Nagibin'];['Valentina Stepanova'];['Asakazu Nakai', 'Fyodor Dobronravov', 'Yuri Gantman'];A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.
